Date,Category,District,Provider_ID,Demand_Count,Rainfall_Level,Is_Rainy,Is_Sunny,Is_Holiday,Is_Long_Weekend,Special_Event,Sunny_Days_Consecutive,Rainy_Days_Consecutive
2024-09-03,Electrical repairs,Colombo,PRO-ELE-02,11,High,1,0,0,0,0,0,6
2024-09-03,Grass cutting,Gampaha,PRO-GRA-13,0,High,1,0,0,0,0,0,6
2024-09-03,Plumbing,Colombo,PRO-PLU-07,2,High,1,0,0,0,0,0,6
2024-09-03,Plumbing,Colombo,PRO-PLU-08,0,High,1,0,0,0,0,0,6
2024-09-03,Plumbing,Colombo,PRO-PLU-04,0,High,1,0,0,0,0,0,6
2024-09-03,Plumbing,Gampaha,PRO-PLU-05,1,High,1,0,0,0,0,0,6
2024-09-03,Plumbing,Gampaha,PRO-PLU-02,0,High,1,0,0,0,0,0,6
2024-09-03,Child care,Gampaha,PRO-CHI-02,10,High,1,0,0,0,0,0,6
2024-09-03,Plumbing,Gampaha,PRO-PLU-01,2,High,1,0,0,0,0,0,6
2024-09-03,Grass cutting,Gampaha,PRO-GRA-02,0,High,1,0,0,0,0,0,6
2024-09-03,Grass cutting,Gampaha,PRO-GRA-15,0,High,1,0,0,0,0,0,6
2024-09-03,Grass cutting,Gampaha,PRO-GRA-06,0,High,1,0,0,0,0,0,6
2024-09-03,Electrical repairs,Gampaha,PRO-ELE-07,11,High,1,0,0,0,0,0,6
2024-09-04,Child care,Colombo,PRO-CHI-08,12,High,1,0,0,0,0,0,7
2024-09-04,Grass cutting,Gampaha,PRO-GRA-03,0,High,1,0,0,0,0,0,7
2024-09-04,Electrical repairs,Colombo,PRO-ELE-08,12,High,1,0,0,0,0,0,7
2024-09-04,Electrical repairs,Gampaha,PRO-ELE-03,11,High,1,0,0,0,0,0,7
2024-09-04,Plumbing,Gampaha,PRO-PLU-04,2,High,1,0,0,0,0,0,7
2024-09-04,Grass cutting,Gampaha,PRO-GRA-12,0,High,1,0,0,0,0,0,7
2024-09-04,Plumbing,Colombo,PRO-PLU-05,0,High,1,0,0,0,0,0,7
2024-09-04,Child care,Gampaha,PRO-CHI-06,12,High,1,0,0,0,0,0,7
2024-09-04,Grass cutting,Gampaha,PRO-GRA-04,0,High,1,0,0,0,0,0,7
2024-09-04,Grass cutting,Colombo,PRO-GRA-15,0,High,1,0,0,0,0,0,7
2024-09-04,Grass cutting,Colombo,PRO-GRA-08,0,High,1,0,0,0,0,0,7
2024-09-04,Grass cutting,Colombo,PRO-GRA-16,0,High,1,0,0,0,0,0,7
2024-09-04,Plumbing,Gampaha,PRO-PLU-01,0,High,1,0,0,0,0,0,7
2024-09-04,Plumbing,Colombo,PRO-PLU-02,0,High,1,0,0,0,0,0,7
2024-09-04,Grass cutting,Colombo,PRO-GRA-17,0,High,1,0,0,0,0,0,7
2024-09-04,Plumbing,Gampaha,PRO-PLU-07,0,High,1,0,0,0,0,0,7
2024-09-04,Child care,Colombo,PRO-CHI-07,11,High,1,0,0,0,0,0,7
2024-09-04,Plumbing,Gampaha,PRO-PLU-08,2,High,1,0,0,0,0,0,7
2024-09-04,Electrical repairs,Gampaha,PRO-ELE-07,12,High,1,0,0,0,0,0,7
2024-09-04,Child care,Colombo,PRO-CHI-03,10,High,1,0,0,0,0,0,7
2024-09-04,Plumbing,Gampaha,PRO-PLU-06,0,High,1,0,0,0,0,0,7
2024-09-04,Electrical repairs,Colombo,PRO-ELE-02,10,High,1,0,0,0,0,0,7
2024-09-04,Electrical repairs,Gampaha,PRO-ELE-06,12,High,1,0,0,0,0,0,7
2024-09-04,Grass cutting,Gampaha,PRO-GRA-05,0,High,1,0,0,0,0,0,7
2024-09-04,Child care,Colombo,PRO-CHI-02,12,High,1,0,0,0,0,0,7
2024-09-04,Plumbing,Gampaha,PRO-PLU-03,0,High,1,0,0,0,0,0,7
2024-09-05,Plumbing,Colombo,PRO-PLU-07,25,Low,0,1,0,0,0,1,0
2024-09-05,Grass cutting,Gampaha,PRO-GRA-08,25,Low,0,1,0,0,0,1,0
2024-09-05,Plumbing,Colombo,PRO-PLU-05,27,Low,0,1,0,0,0,1,0
2024-09-05,Plumbing,Gampaha,PRO-PLU-02,26,Low,0,1,0,0,0,1,0
2024-09-05,Child care,Colombo,PRO-CHI-02,11,Low,0,1,0,0,0,1,0
2024-09-05,Plumbing,Colombo,PRO-PLU-04,25,Low,0,1,0,0,0,1,0
2024-09-05,Furniture repair,Gampaha,PRO-FUR-05,2,Low,0,1,0,0,0,1,0
2024-09-05,Plumbing,Colombo,PRO-PLU-01,26,Low,0,1,0,0,0,1,0
2024-09-05,Personal assistance,Gampaha,PRO-PER-05,8,Low,0,1,0,0,0,1,0
2024-09-05,Grass cutting,Colombo,PRO-GRA-09,27,Low,0,1,0,0,0,1,0
2024-09-05,Electrical repairs,Gampaha,PRO-ELE-02,0,Low,0,1,0,0,0,1,0
2024-09-05,Grass cutting,Colombo,PRO-GRA-16,26,Low,0,1,0,0,0,1,0
2024-09-05,Grass cutting,Colombo,PRO-GRA-10,26,Low,0,1,0,0,0,1,0
2024-09-05,"Sofa, carpet & curtain cleaning",Colombo,PRO-SOF-05,7,Low,0,1,0,0,0,1,0
2024-09-05,Grass cutting,Colombo,PRO-GRA-17,27,Low,0,1,0,0,0,1,0
2024-09-05,Child care,Gampaha,PRO-CHI-01,10,Low,0,1,0,0,0,1,0
2024-09-05,Electrical repairs,Colombo,PRO-ELE-01,0,Low,0,1,0,0,0,1,0
2024-09-05,Plumbing,Colombo,PRO-PLU-06,26,Low,0,1,0,0,0,1,0
2024-09-05,Plumbing,Gampaha,PRO-PLU-08,26,Low,0,1,0,0,0,1,0
2024-09-05,Grass cutting,Colombo,PRO-GRA-13,26,Low,0,1,0,0,0,1,0
2024-09-05,Pet care,Colombo,PRO-PET-05,1,Low,0,1,0,0,0,1,0
2024-09-05,Grass cutting,Gampaha,PRO-GRA-02,26,Low,0,1,0,0,0,1,0
2024-09-06,Plumbing,Colombo,PRO-PLU-01,2,Low,0,1,0,0,0,2,0
2024-09-06,Plumbing,Gampaha,PRO-PLU-04,2,Low,0,1,0,0,0,2,0
2024-09-06,Plumbing,Gampaha,PRO-PLU-02,2,Low,0,1,0,0,0,2,0
2024-09-06,Grass cutting,Gampaha,PRO-GRA-02,0,Low,0,1,0,0,0,2,0
2024-09-06,Grass cutting,Colombo,PRO-GRA-10,2,Low,0,1,0,0,0,2,0
2024-09-06,Grass cutting,Gampaha,PRO-GRA-12,1,Low,0,1,0,0,0,2,0
2024-09-06,Child care,Colombo,PRO-CHI-05,11,Low,0,1,0,0,0,2,0
2024-09-06,Electrical repairs,Gampaha,PRO-ELE-04,0,Low,0,1,0,0,0,2,0
2024-09-06,Grass cutting,Gampaha,PRO-GRA-07,1,Low,0,1,0,0,0,2,0
2024-09-06,Plumbing,Gampaha,PRO-PLU-05,0,Low,0,1,0,0,0,2,0
2024-09-06,Grass cutting,Colombo,PRO-GRA-17,0,Low,0,1,0,0,0,2,0
2024-09-06,Child care,Colombo,PRO-CHI-06,10,Low,0,1,0,0,0,2,0
2024-09-06,Grass cutting,Colombo,PRO-GRA-06,2,Low,0,1,0,0,0,2,0
2024-09-06,Plumbing,Gampaha,PRO-PLU-06,1,Low,0,1,0,0,0,2,0
2024-09-06,Grass cutting,Gampaha,PRO-GRA-18,2,Low,0,1,0,0,0,2,0
2024-09-06,Electrical repairs,Gampaha,PRO-ELE-06,2,Low,0,1,0,0,0,2,0
2024-09-06,Plumbing,Gampaha,PRO-PLU-07,1,Low,0,1,0,0,0,2,0
2024-09-06,Electrical repairs,Gampaha,PRO-ELE-05,0,Low,0,1,0,0,0,2,0
2024-09-06,Grass cutting,Colombo,PRO-GRA-04,1,Low,0,1,0,0,0,2,0
2024-09-06,Plumbing,Colombo,PRO-PLU-03,2,Low,0,1,0,0,0,2,0
2024-09-06,Grass cutting,Gampaha,PRO-GRA-11,2,Low,0,1,0,0,0,2,0
2024-09-06,Plumbing,Gampaha,PRO-PLU-08,1,Low,0,1,0,0,0,2,0
2024-09-06,Child care,Colombo,PRO-CHI-04,11,Low,0,1,0,0,0,2,0
2024-09-07,Grass cutting,Gampaha,PRO-GRA-14,2,Low,0,1,1,0,0,3,0
2024-09-07,Plumbing,Colombo,PRO-PLU-05,1,Low,0,1,1,0,0,3,0
2024-09-07,Plumbing,Colombo,PRO-PLU-06,2,Low,0,1,1,0,0,3,0
2024-09-07,Plumbing,Colombo,PRO-PLU-02,1,Low,0,1,1,0,0,3,0
2024-09-07,Child care,Colombo,PRO-CHI-01,1,Low,0,1,1,0,0,3,0
2024-09-07,Grass cutting,Colombo,PRO-GRA-11,1,Low,0,1,1,0,0,3,0
2024-09-07,Grass cutting,Gampaha,PRO-GRA-12,1,Low,0,1,1,0,0,3,0
2024-09-07,Grass cutting,Gampaha,PRO-GRA-03,1,Low,0,1,1,0,0,3,0
2024-09-07,Grass cutting,Gampaha,PRO-GRA-04,0,Low,0,1,1,0,0,3,0
2024-09-07,Plumbing,Colombo,PRO-PLU-08,2,Low,0,1,1,0,0,3,0
2024-09-07,Electrical repairs,Colombo,PRO-ELE-05,5,Low,0,1,1,0,0,3,0
2024-09-07,Child care,Gampaha,PRO-CHI-04,1,Low,0,1,1,0,0,3,0
2024-09-07,Electrical repairs,Colombo,PRO-ELE-04,7,Low,0,1,1,0,0,3,0
2024-09-07,Plumbing,Gampaha,PRO-PLU-03,0,Low,0,1,1,0,0,3,0
2024-09-07,Plumbing,Colombo,PRO-PLU-01,0,Low,0,1,1,0,0,3,0
2024-09-07,Plumbing,Colombo,PRO-PLU-04,2,Low,0,1,1,0,0,3,0
2024-09-07,Electrical repairs,Colombo,PRO-ELE-01,5,Low,0,1,1,0,0,3,0
2024-09-07,Plumbing,Colombo,PRO-PLU-07,0,Low,0,1,1,0,0,3,0
2024-09-07,Child care,Gampaha,PRO-CHI-05,1,Low,0,1,1,0,0,3,0
2024-09-08,Plumbing,Colombo,PRO-PLU-07,0,Low,0,1,0,0,0,4,0
2024-09-08,Plumbing,Colombo,PRO-PLU-02,1,Low,0,1,0,0,0,4,0
2024-09-08,Personal assistance,Gampaha,PRO-PER-03,1,Low,0,1,0,0,0,4,0
2024-09-08,Pet care,Gampaha,PRO-PET-03,0,Low,0,1,0,0,0,4,0
2024-09-08,Electrical repairs,Colombo,PRO-ELE-01,6,Low,0,1,0,0,0,4,0
2024-09-08,Grass cutting,Gampaha,PRO-GRA-07,0,Low,0,1,0,0,0,4,0
2024-09-08,Plumbing,Gampaha,PRO-PLU-06,2,Low,0,1,0,0,0,4,0
2024-09-08,Electrical repairs,Gampaha,PRO-ELE-03,6,Low,0,1,0,0,0,4,0
2024-09-08,Furniture repair,Gampaha,PRO-FUR-03,5,Low,0,1,0,0,0,4,0
2024-09-08,Plumbing,Gampaha,PRO-PLU-01,1,Low,0,1,0,0,0,4,0
2024-09-08,Child care,Colombo,PRO-CHI-03,1,Low,0,1,0,0,0,4,0
2024-09-08,Child care,Gampaha,PRO-CHI-04,0,Low,0,1,0,0,0,4,0
2024-09-08,Plumbing,Gampaha,PRO-PLU-03,0,Low,0,1,0,0,0,4,0
2024-09-08,Plumbing,Colombo,PRO-PLU-05,2,Low,0,1,0,0,0,4,0
2024-09-08,Grass cutting,Gampaha,PRO-GRA-06,0,Low,0,1,0,0,0,4,0
2024-09-08,Child care,Colombo,PRO-CHI-08,2,Low,0,1,0,0,0,4,0
2024-09-08,House cleaning,Gampaha,PRO-HOU-10,20,Low,0,1,0,0,0,4,0
2024-09-08,Electrical repairs,Gampaha,PRO-ELE-08,5,Low,0,1,0,0,0,4,0
2024-09-08,Electrical repairs,Gampaha,PRO-ELE-06,7,Low,0,1,0,0,0,4,0
2024-09-08,Child care,Gampaha,PRO-CHI-01,1,Low,0,1,0,0,0,4,0
2024-09-08,Electrical repairs,Gampaha,PRO-ELE-04,6,Low,0,1,0,0,0,4,0
2024-09-08,Plumbing,Colombo,PRO-PLU-04,1,Low,0,1,0,0,0,4,0
2024-09-08,Child care,Gampaha,PRO-CHI-06,2,Low,0,1,0,0,0,4,0
2024-09-08,"Sofa, carpet & curtain cleaning",Gampaha,PRO-SOF-03,22,Low,0,1,0,0,0,4,0
2024-09-08,Plumbing,Colombo,PRO-PLU-08,0,Low,0,1,0,0,0,4,0
2024-09-09,Electrical repairs,Colombo,PRO-ELE-04,10,High,1,0,0,0,0,0,1
2024-09-09,Plumbing,Gampaha,PRO-PLU-08,2,High,1,0,0,0,0,0,1
2024-09-09,Grass cutting,Colombo,PRO-GRA-13,0,High,1,0,0,0,0,0,1
2024-09-09,Child care,Gampaha,PRO-CHI-06,12,High,1,0,0,0,0,0,1
2024-09-09,Child care,Gampaha,PRO-CHI-04,11,High,1,0,0,0,0,0,1
2024-09-09,Plumbing,Colombo,PRO-PLU-06,2,High,1,0,0,0,0,0,1
2024-09-09,Plumbing,Colombo,PRO-PLU-03,1,High,1,0,0,0,0,0,1
2024-09-09,Grass cutting,Gampaha,PRO-GRA-06,0,High,1,0,0,0,0,0,1
2024-09-09,Electrical repairs,Colombo,PRO-ELE-06,12,High,1,0,0,0,0,0,1
2024-09-09,Electrical repairs,Gampaha,PRO-ELE-07,10,High,1,0,0,0,0,0,1
2024-09-09,Plumbing,Gampaha,PRO-PLU-02,0,High,1,0,0,0,0,0,1
2024-09-09,Child care,Gampaha,PRO-CHI-07,10,High,1,0,0,0,0,0,1
2024-09-09,Grass cutting,Gampaha,PRO-GRA-14,0,High,1,0,0,0,0,0,1
2024-09-09,Plumbing,Gampaha,PRO-PLU-05,0,High,1,0,0,0,0,0,1
2024-09-09,Plumbing,Gampaha,PRO-PLU-04,2,High,1,0,0,0,0,0,1
2024-09-09,Plumbing,Gampaha,PRO-PLU-07,1,High,1,0,0,0,0,0,1
2024-09-10,Plumbing,Colombo,PRO-PLU-05,2,High,1,0,0,0,0,0,2
2024-09-10,Plumbing,Gampaha,PRO-PLU-04,1,High,1,0,0,0,0,0,2
2024-09-10,Plumbing,Colombo,PRO-PLU-02,1,High,1,0,0,0,0,0,2
2024-09-10,Electrical repairs,Gampaha,PRO-ELE-02,12,High,1,0,0,0,0,0,2
2024-09-10,Grass cutting,Colombo,PRO-GRA-16,0,High,1,0,0,0,0,0,2
2024-09-10,Plumbing,Colombo,PRO-PLU-01,2,High,1,0,0,0,0,0,2
2024-09-10,Plumbing,Gampaha,PRO-PLU-06,1,High,1,0,0,0,0,0,2
2024-09-10,Plumbing,Gampaha,PRO-PLU-07,0,High,1,0,0,0,0,0,2
2024-09-10,Grass cutting,Colombo,PRO-GRA-11,0,High,1,0,0,0,0,0,2
2024-09-10,Plumbing,Gampaha,PRO-PLU-03,2,High,1,0,0,0,0,0,2
2024-09-10,Child care,Gampaha,PRO-CHI-05,12,High,1,0,0,0,0,0,2
2024-09-10,Grass cutting,Colombo,PRO-GRA-08,0,High,1,0,0,0,0,0,2
2024-09-10,Electrical repairs,Colombo,PRO-ELE-05,11,High,1,0,0,0,0,0,2
2024-09-10,Grass cutting,Colombo,PRO-GRA-06,0,High,1,0,0,0,0,0,2
2024-09-10,Grass cutting,Gampaha,PRO-GRA-18,0,High,1,0,0,0,0,0,2
2024-09-10,Grass cutting,Gampaha,PRO-GRA-07,0,High,1,0,0,0,0,0,2
2024-09-10,Plumbing,Colombo,PRO-PLU-08,1,High,1,0,0,0,0,0,2
2024-09-10,Grass cutting,Gampaha,PRO-GRA-15,0,High,1,0,0,0,0,0,2
2024-09-10,Child care,Gampaha,PRO-CHI-02,12,High,1,0,0,0,0,0,2
2024-09-11,Child care,Gampaha,PRO-CHI-01,11,High,1,0,0,0,0,0,3
2024-09-11,Plumbing,Gampaha,PRO-PLU-03,1,High,1,0,0,0,0,0,3
2024-09-11,Plumbing,Colombo,PRO-PLU-05,0,High,1,0,0,0,0,0,3
2024-09-11,Electrical repairs,Colombo,PRO-ELE-01,12,High,1,0,0,0,0,0,3
2024-09-11,Plumbing,Colombo,PRO-PLU-08,2,High,1,0,0,0,0,0,3
2024-09-11,Grass cutting,Colombo,PRO-GRA-01,0,High,1,0,0,0,0,0,3
2024-09-11,Grass cutting,Colombo,PRO-GRA-02,0,High,1,0,0,0,0,0,3
2024-09-11,Plumbing,Colombo,PRO-PLU-01,1,High,1,0,0,0,0,0,3
2024-09-11,Grass cutting,Gampaha,PRO-GRA-17,0,High,1,0,0,0,0,0,3
2024-09-11,Plumbing,Colombo,PRO-PLU-07,1,High,1,0,0,0,0,0,3
2024-09-11,Grass cutting,Colombo,PRO-GRA-06,0,High,1,0,0,0,0,0,3
2024-09-11,Child care,Gampaha,PRO-CHI-08,10,High,1,0,0,0,0,0,3
2024-09-11,Plumbing,Colombo,PRO-PLU-04,2,High,1,0,0,0,0,0,3
2024-09-11,Plumbing,Colombo,PRO-PLU-02,2,High,1,0,0,0,0,0,3
2024-09-11,Electrical repairs,Colombo,PRO-ELE-08,10,High,1,0,0,0,0,0,3
2024-09-11,Grass cutting,Colombo,PRO-GRA-09,0,High,1,0,0,0,0,0,3
2024-09-11,Plumbing,Colombo,PRO-PLU-06,1,High,1,0,0,0,0,0,3
2024-09-12,Grass cutting,Gampaha,PRO-GRA-01,26,Low,0,1,0,0,0,1,0
2024-09-12,Plumbing,Colombo,PRO-PLU-07,27,Low,0,1,0,0,0,1,0
2024-09-12,Plumbing,Colombo,PRO-PLU-06,26,Low,0,1,0,0,0,1,0
2024-09-12,Grass cutting,Colombo,PRO-GRA-11,26,Low,0,1,0,0,0,1,0
2024-09-12,Plumbing,Gampaha,PRO-PLU-04,27,Low,0,1,0,0,0,1,0
2024-09-12,Grass cutting,Colombo,PRO-GRA-14,27,Low,0,1,0,0,0,1,0
2024-09-12,Child care,Gampaha,PRO-CHI-01,10,Low,0,1,0,0,0,1,0
2024-09-12,Electrical repairs,Gampaha,PRO-ELE-01,2,Low,0,1,0,0,0,1,0
2024-09-12,Plumbing,Gampaha,PRO-PLU-01,25,Low,0,1,0,0,0,1,0
2024-09-12,Grass cutting,Gampaha,PRO-GRA-02,25,Low,0,1,0,0,0,1,0
2024-09-12,Child care,Gampaha,PRO-CHI-06,10,Low,0,1,0,0,0,1,0
2024-09-12,Plumbing,Colombo,PRO-PLU-03,27,Low,0,1,0,0,0,1,0
2024-09-12,Grass cutting,Gampaha,PRO-GRA-15,27,Low,0,1,0,0,0,1,0
2024-09-12,Plumbing,Colombo,PRO-PLU-05,27,Low,0,1,0,0,0,1,0
2024-09-12,Plumbing,Colombo,PRO-PLU-02,25,Low,0,1,0,0,0,1,0
2024-09-12,Grass cutting,Colombo,PRO-GRA-17,25,Low,0,1,0,0,0,1,0
2024-09-12,Electrical repairs,Gampaha,PRO-ELE-06,2,Low,0,1,0,0,0,1,0
2024-09-13,Grass cutting,Colombo,PRO-GRA-16,0,High,1,0,0,0,0,0,1
2024-09-13,Plumbing,Colombo,PRO-PLU-05,26,High,1,0,0,0,0,0,1
2024-09-13,Grass cutting,Colombo,PRO-GRA-02,0,High,1,0,0,0,0,0,1
2024-09-13,Child care,Gampaha,PRO-CHI-01,12,High,1,0,0,0,0,0,1
2024-09-13,Grass cutting,Colombo,PRO-GRA-18,0,High,1,0,0,0,0,0,1
2024-09-13,Grass cutting,Colombo,PRO-GRA-01,0,High,1,0,0,0,0,0,1
2024-09-13,Child care,Colombo,PRO-CHI-07,10,High,1,0,0,0,0,0,1
2024-09-13,Painting,Colombo,PRO-PAI-07,0,High,1,0,0,0,0,0,1
2024-09-13,Plumbing,Gampaha,PRO-PLU-07,25,High,1,0,0,0,0,0,1
2024-09-13,Grass cutting,Gampaha,PRO-GRA-13,0,High,1,0,0,0,0,0,1
2024-09-13,Electrical repairs,Colombo,PRO-ELE-07,10,High,1,0,0,0,0,0,1
2024-09-13,Grass cutting,Gampaha,PRO-GRA-03,0,High,1,0,0,0,0,0,1
2024-09-13,Painting,Colombo,PRO-PAI-06,0,High,1,0,0,0,0,0,1
2024-09-13,Grass cutting,Colombo,PRO-GRA-05,0,High,1,0,0,0,0,0,1
2024-09-13,Grass cutting,Colombo,PRO-GRA-07,0,High,1,0,0,0,0,0,1
2024-09-13,Plumbing,Colombo,PRO-PLU-06,26,High,1,0,0,0,0,0,1
2024-09-13,Grass cutting,Colombo,PRO-GRA-15,0,High,1,0,0,0,0,0,1
2024-09-13,Electrical repairs,Colombo,PRO-ELE-01,11,High,1,0,0,0,0,0,1
2024-09-13,Plumbing,Gampaha,PRO-PLU-03,25,High,1,0,0,0,0,0,1
2024-09-13,Plumbing,Gampaha,PRO-PLU-04,26,High,1,0,0,0,0,0,1
2024-09-13,Plumbing,Colombo,PRO-PLU-08,27,High,1,0,0,0,0,0,1
2024-09-13,Plumbing,Gampaha,PRO-PLU-02,27,High,1,0,0,0,0,0,1
2024-09-13,Grass cutting,Gampaha,PRO-GRA-06,0,High,1,0,0,0,0,0,1
2024-09-13,Plumbing,Colombo,PRO-PLU-01,26,High,1,0,0,0,0,0,1
2024-09-14,Child care,Gampaha,PRO-CHI-05,2,High,1,0,0,1,0,0,2
2024-09-14,Plumbing,Gampaha,PRO-PLU-05,42,High,1,0,0,1,0,0,2
2024-09-14,Electrical repairs,Colombo,PRO-ELE-08,16,High,1,0,0,1,0,0,2
2024-09-14,Plumbing,Gampaha,PRO-PLU-03,41,High,1,0,0,1,0,0,2
2024-09-14,Grass cutting,Gampaha,PRO-GRA-15,0,High,1,0,0,1,0,0,2
2024-09-14,Plumbing,Gampaha,PRO-PLU-07,41,High,1,0,0,1,0,0,2
2024-09-14,Grass cutting,Gampaha,PRO-GRA-12,0,High,1,0,0,1,0,0,2
2024-09-14,Child care,Colombo,PRO-CHI-08,1,High,1,0,0,1,0,0,2
2024-09-14,Plumbing,Colombo,PRO-PLU-08,41,High,1,0,0,1,0,0,2
2024-09-14,Plumbing,Colombo,PRO-PLU-04,42,High,1,0,0,1,0,0,2
2024-09-14,Grass cutting,Gampaha,PRO-GRA-06,0,High,1,0,0,1,0,0,2
2024-09-14,Plumbing,Gampaha,PRO-PLU-02,41,High,1,0,0,1,0,0,2
2024-09-14,Child care,Colombo,PRO-CHI-06,2,High,1,0,0,1,0,0,2
2024-09-14,Plumbing,Gampaha,PRO-PLU-06,42,High,1,0,0,1,0,0,2
2024-09-14,Plumbing,Gampaha,PRO-PLU-01,40,High,1,0,0,1,0,0,2
2024-09-14,Electrical repairs,Gampaha,PRO-ELE-05,16,High,1,0,0,1,0,0,2
2024-09-14,Electrical repairs,Colombo,PRO-ELE-06,16,High,1,0,0,1,0,0,2
2024-09-14,Grass cutting,Colombo,PRO-GRA-14,0,High,1,0,0,1,0,0,2
2024-09-14,Grass cutting,Colombo,PRO-GRA-18,0,High,1,0,0,1,0,0,2
2024-09-15,Plumbing,Gampaha,PRO-PLU-02,26,Low,0,1,0,1,0,1,0
2024-09-15,Grass cutting,Colombo,PRO-GRA-16,25,Low,0,1,0,1,0,1,0
2024-09-15,Plumbing,Colombo,PRO-PLU-05,26,Low,0,1,0,1,0,1,0
2024-09-15,Plumbing,Colombo,PRO-PLU-03,26,Low,0,1,0,1,0,1,0
2024-09-15,House cleaning,Colombo,PRO-HOU-05,20,Low,0,1,0,1,0,1,0
2024-09-15,Grass cutting,Gampaha,PRO-GRA-14,26,Low,0,1,0,1,0,1,0
2024-09-15,Plumbing,Gampaha,PRO-PLU-08,27,Low,0,1,0,1,0,1,0
2024-09-15,Plumbing,Colombo,PRO-PLU-06,27,Low,0,1,0,1,0,1,0
2024-09-15,Grass cutting,Gampaha,PRO-GRA-12,25,Low,0,1,0,1,0,1,0
2024-09-15,Plumbing,Gampaha,PRO-PLU-07,27,Low,0,1,0,1,0,1,0
2024-09-15,Plumbing,Colombo,PRO-PLU-01,25,Low,0,1,0,1,0,1,0
